rider_id,signup_date,home_city,customer_segment
R013570,2025-04-24,Hillview,Occasional
R013571,2024-03-03,Hillview,Occasional
R013572,2025-01-04,Riverton,Occasional
R013573,2024-03-10,Metroville,Regular
R013574,2024-11-27,Lakewood,Occasional
R013575,2025-04-14,Hillview,Occasional
R013576,2025-06-10,Lakewood,Frequent
R013577,2025-06-06,Metroville,Regular
R013578,2025-07-09,Metroville,Frequent
R013579,2024-06-25,Lakewood,Regular
R013580,2025-09-11,Metroville,Frequent
R013581,2024-09-12,Metroville,Occasional
R013582,2024-10-01,Riverton,Occasional
R013583,2025-07-30,Lakewood,Occasional
R013584,2024-08-27,Metroville,Occasional
R013585,2024-02-24,Hillview,Frequent
R013586,2025-06-06,Metroville,Regular
R013587,2025-04-29,Metroville,Occasional
R013588,2025-03-01,Metroville,Occasional
R013589,2024-04-14,Metroville,Regular
R013590,2025-04-07,Lakewood,Occasional
R013591,2024-05-25,Metroville,Regular
R013592,2025-02-10,Hillview,Frequent
R013593,2025-01-06,Hillview,Regular
R013594,2025-07-19,Metroville,Occasional
R013595,2025-12-15,Riverton,Regular
R013596,2024-05-19,Lakewood,Regular
R013597,2024-03-24,Hillview,Frequent
R013598,2025-02-10,Metroville,Occasional
R013599,2025-11-27,Riverton,Regular
R013600,2024-04-25,Metroville,Regular
R013601,2024-12-22,Metroville,Regular
R013602,2024-10-25,Hillview,Occasional
R013603,2024-08-20,Metroville,Occasional
R013604,2025-05-01,Lakewood,Frequent
R013605,2024-08-04,Metroville,Occasional
R013606,2024-12-26,Hillview,Occasional
R013607,2025-09-10,Lakewood,Regular
R013608,2024-10-04,Metroville,Occasional
R013609,2024-01-16,Riverton,Regular
R013610,2025-10-09,Metroville,Occasional
R013611,2024-07-19,Metroville,Regular
R013612,2025-07-19,Riverton,Occasional
R013613,2025-07-12,Hillview,Occasional
R013614,2025-01-20,Riverton,Regular
R013615,2024-03-05,Metroville,Frequent
R013616,2025-11-26,Metroville,Occasional
R013617,2025-05-13,Riverton,Occasional
R013618,2024-11-06,Metroville,Occasional
R013619,2025-09-17,Riverton,Occasional
R013620,2025-07-30,Lakewood,Occasional
R013621,2025-07-10,Hillview,Frequent
R013622,2024-05-02,Lakewood,Occasional
R013623,2025-04-08,Hillview,Occasional
R013624,2024-07-28,Lakewood,Frequent
R013625,2024-02-27,Riverton,Regular
R013626,2024-09-04,Metroville,Occasional
R013627,2024-03-17,Lakewood,Regular
R013628,2024-03-18,Metroville,Regular
R013629,2025-06-16,Metroville,Frequent
R013630,2025-01-02,Lakewood,Occasional
R013631,2024-10-18,Metroville,Regular
R013632,2024-05-20,Hillview,Regular
R013633,2025-07-18,Riverton,Frequent
R013634,2025-04-09,Riverton,Regular
R013635,2025-03-04,Lakewood,Occasional
R013636,2024-05-19,Metroville,Frequent
R013637,2024-03-31,Metroville,Regular
R013638,2024-03-31,Metroville,Regular
R013639,2024-01-19,Lakewood,Occasional
R013640,2025-12-10,Riverton,Frequent
R013641,2024-09-26,Metroville,Regular
R013642,2025-04-26,Metroville,Frequent
R013643,2025-12-20,Metroville,Regular
R013644,2025-11-16,Lakewood,Occasional
R013645,2024-08-22,Metroville,Regular
R013646,2024-12-24,Lakewood,Occasional
R013647,2024-12-04,Metroville,Occasional
R013648,2024-01-25,Metroville,Frequent
R013649,2025-07-16,Riverton,Frequent
R013650,2025-02-24,Hillview,Regular
R013651,2024-09-28,Metroville,Occasional
R013652,2025-02-12,Metroville,Regular
R013653,2025-06-22,Metroville,Regular
R013654,2024-01-11,Riverton,Occasional
R013655,2025-04-17,Lakewood,Occasional
R013656,2025-09-22,Lakewood,Regular
R013657,2025-06-15,Lakewood,Occasional
R013658,2025-03-29,Hillview,Regular
R013659,2024-03-07,Metroville,Occasional
R013660,2025-06-29,Metroville,Frequent
R013661,2025-07-03,Lakewood,Frequent
R013662,2024-12-27,Lakewood,Occasional
R013663,2025-03-02,Metroville,Frequent
R013664,2025-03-28,Hillview,Regular
R013665,2024-03-29,Riverton,Frequent
R013666,2024-07-07,Hillview,Frequent
R013667,2025-08-02,Hillview,Occasional
R013668,2025-12-13,Lakewood,Frequent
R013669,2024-07-16,Hillview,Occasional
R013670,2024-10-20,Riverton,Frequent
R013671,2025-10-31,Lakewood,Regular
R013672,2024-04-28,Riverton,Regular
R013673,2024-07-10,Hillview,Occasional
R013674,2024-02-10,Riverton,Occasional
R013675,2024-06-20,Riverton,Occasional
R013676,2025-04-10,Metroville,Occasional
R013677,2024-09-11,Hillview,Occasional
R013678,2025-12-20,Lakewood,Occasional
R013679,2025-10-14,Riverton,Frequent
R013680,2025-10-17,Riverton,Frequent
R013681,2025-06-15,Lakewood,Regular
R013682,2025-05-28,Metroville,Frequent
R013683,2025-01-08,Riverton,Regular
R013684,2025-12-26,Metroville,Frequent
R013685,2024-03-10,Metroville,Regular
R013686,2025-06-13,Metroville,Regular
R013687,2024-04-12,Riverton,Occasional
R013688,2024-09-05,Metroville,Regular
R013689,2024-07-06,Metroville,Regular
R013690,2025-03-16,Hillview,Occasional
R013691,2025-07-30,Lakewood,Occasional
R013692,2024-02-28,Hillview,Frequent
R013693,2025-03-16,Lakewood,Frequent
R013694,2024-06-11,Metroville,Regular
R013695,2024-02-26,Riverton,Occasional
R013696,2024-11-01,Lakewood,Occasional
R013697,2025-03-01,Hillview,Occasional
R013698,2024-05-27,Metroville,Frequent
R013699,2024-10-12,Hillview,Occasional
R013700,2025-11-28,Lakewood,Occasional
R013701,2024-09-10,Hillview,Regular
R013702,2025-12-29,Metroville,Regular
R013703,2025-09-02,Riverton,Frequent
R013704,2024-09-28,Metroville,Occasional
R013705,2025-02-26,Riverton,Occasional
R013706,2025-06-03,Metroville,Occasional
R013707,2024-12-06,Lakewood,Regular
R013708,2024-10-25,Riverton,Occasional
R013709,2024-08-29,Lakewood,Regular
R013710,2024-04-12,Riverton,Regular
R013711,2024-01-19,Riverton,Occasional
R013712,2024-09-03,Metroville,Occasional
R013713,2025-08-05,Riverton,Frequent
R013714,2024-06-19,Lakewood,Regular
R013715,2024-05-11,Lakewood,Regular
R013716,2024-08-28,Metroville,Occasional
R013717,2025-03-14,Lakewood,Occasional
R013718,2024-06-06,Riverton,Occasional
R013719,2024-06-10,Hillview,Frequent
R013720,2024-03-23,Hillview,Occasional
R013721,2024-08-31,Riverton,Occasional
R013722,2024-06-08,Metroville,Frequent
R013723,2025-08-31,Lakewood,Regular
R013724,2025-10-25,Metroville,Occasional
R013725,2024-09-28,Riverton,Occasional
R013726,2024-03-03,Metroville,Occasional
R013727,2024-03-05,Hillview,Regular
R013728,2024-08-25,Metroville,Frequent
R013729,2024-12-05,Metroville,Occasional
R013730,2025-01-21,Hillview,Occasional
R013731,2024-08-10,Metroville,Occasional
R013732,2024-09-16,Metroville,Occasional
R013733,2024-07-26,Lakewood,Regular
R013734,2025-01-13,Hillview,Occasional
R013735,2025-05-25,Metroville,Frequent
R013736,2024-02-01,Lakewood,Occasional
R013737,2024-12-16,Metroville,Regular
R013738,2025-04-19,Lakewood,Regular
R013739,2025-05-07,Metroville,Regular
R013740,2025-02-16,Lakewood,Frequent
R013741,2025-01-19,Lakewood,Regular
R013742,2025-05-13,Hillview,Regular
R013743,2024-10-03,Riverton,Regular
R013744,2025-02-19,Riverton,Regular
R013745,2024-08-21,Lakewood,Occasional
R013746,2024-11-16,Metroville,Regular
R013747,2024-03-31,Metroville,Frequent
R013748,2024-09-13,Lakewood,Regular
R013749,2024-04-14,Metroville,Frequent
R013750,2024-06-14,Metroville,Frequent
R013751,2024-11-03,Lakewood,Occasional
R013752,2025-01-01,Metroville,Regular
R013753,2025-11-20,Metroville,Frequent
R013754,2024-01-20,Lakewood,Occasional
R013755,2025-10-19,Riverton,Occasional
R013756,2024-08-28,Metroville,Occasional
R013757,2025-06-14,Riverton,Frequent
R013758,2025-05-11,Metroville,Frequent
R013759,2025-12-11,Hillview,Frequent
R013760,2024-03-20,Lakewood,Regular
R013761,2025-12-08,Lakewood,Regular
R013762,2024-02-16,Riverton,Occasional
R013763,2025-10-04,Lakewood,Frequent
R013764,2025-04-22,Lakewood,Frequent
R013765,2024-12-18,Lakewood,Regular
R013766,2024-10-18,Hillview,Occasional
R013767,2024-03-09,Hillview,Frequent
R013768,2025-08-09,Lakewood,Frequent
R013769,2025-06-16,Hillview,Frequent
R013770,2025-11-17,Metroville,Regular
R013771,2025-06-18,Lakewood,Occasional
R013772,2025-12-01,Lakewood,Occasional
R013773,2025-10-11,Metroville,Regular
R013774,2024-11-07,Hillview,Frequent
R013775,2025-05-30,Hillview,Occasional
R013776,2024-07-12,Hillview,Regular
R013777,2025-08-05,Riverton,Frequent
R013778,2025-03-21,Lakewood,Occasional
R013779,2024-11-18,Riverton,Regular
R013780,2025-04-04,Metroville,Regular
R013781,2024-07-21,Hillview,Regular
R013782,2025-03-31,Metroville,Regular
R013783,2024-12-13,Riverton,Regular
R013784,2024-08-23,Riverton,Occasional
R013785,2025-12-15,Metroville,Regular
R013786,2024-02-16,Metroville,Frequent
R013787,2025-07-08,Lakewood,Occasional
R013788,2024-06-02,Metroville,Occasional
R013789,2024-06-11,Hillview,Occasional
R013790,2024-04-23,Metroville,Regular
R013791,2024-03-15,Lakewood,Occasional
R013792,2024-03-31,Metroville,Regular
R013793,2025-09-01,Metroville,Regular
R013794,2025-11-09,Metroville,Regular
R013795,2025-03-04,Hillview,Regular
R013796,2024-01-11,Riverton,Frequent
R013797,2025-09-24,Hillview,Regular
R013798,2025-03-16,Lakewood,Frequent
R013799,2025-01-16,Metroville,Regular
R013800,2025-11-24,Metroville,Occasional
R013801,2024-10-26,Lakewood,Occasional
R013802,2024-09-20,Metroville,Regular
R013803,2025-07-24,Metroville,Regular
R013804,2025-01-20,Riverton,Frequent
R013805,2025-06-08,Metroville,Regular
R013806,2025-05-24,Lakewood,Frequent
R013807,2025-09-06,Lakewood,Occasional
R013808,2024-08-20,Riverton,Regular
R013809,2024-02-22,Lakewood,Occasional
R013810,2024-12-15,Riverton,Occasional
R013811,2025-04-19,Lakewood,Regular
R013812,2025-08-21,Metroville,Occasional
R013813,2024-07-14,Metroville,Occasional
R013814,2025-06-29,Metroville,Occasional
R013815,2025-09-01,Lakewood,Frequent
R013816,2025-08-14,Riverton,Frequent
R013817,2025-08-14,Riverton,Frequent
R013818,2025-12-23,Metroville,Occasional
R013819,2025-04-28,Metroville,Occasional
R013820,2024-09-28,Metroville,Occasional
R013821,2024-11-15,Hillview,Regular
R013822,2025-06-30,Metroville,Frequent
R013823,2024-06-22,Lakewood,Occasional
R013824,2025-03-17,Metroville,Regular
R013825,2025-02-23,Riverton,Occasional
R013826,2025-05-02,Lakewood,Regular
R013827,2024-11-04,Metroville,Frequent
R013828,2025-06-25,Lakewood,Regular
R013829,2024-02-22,Riverton,Regular
R013830,2025-07-02,Lakewood,Regular
R013831,2025-08-17,Hillview,Occasional
R013832,2025-10-10,Hillview,Occasional
R013833,2025-11-06,Lakewood,Frequent
R013834,2024-09-12,Hillview,Regular
R013835,2024-02-03,Riverton,Occasional
R013836,2025-04-23,Lakewood,Regular
R013837,2024-03-07,Riverton,Occasional
R013838,2024-07-24,Lakewood,Occasional
R013839,2025-05-29,Lakewood,Occasional
R013840,2025-03-11,Lakewood,Frequent
R013841,2025-03-20,Riverton,Occasional
R013842,2025-07-03,Hillview,Frequent
R013843,2024-04-30,Metroville,Occasional
R013844,2025-08-02,Riverton,Occasional
R013845,2025-03-05,Riverton,Frequent
R013846,2024-11-03,Hillview,Occasional
R013847,2024-12-05,Lakewood,Frequent
R013848,2025-01-07,Metroville,Regular
R013849,2025-02-06,Metroville,Occasional
R013850,2024-09-01,Metroville,Frequent
R013851,2024-06-12,Metroville,Occasional
R013852,2024-05-03,Metroville,Occasional
R013853,2024-09-06,Metroville,Frequent
R013854,2024-07-09,Hillview,Occasional
R013855,2025-01-12,Lakewood,Regular
R013856,2025-10-29,Lakewood,Occasional
R013857,2024-03-20,Riverton,Frequent
R013858,2024-08-14,Metroville,Occasional
R013859,2024-02-05,Riverton,Occasional
R013860,2025-12-14,Hillview,Frequent
R013861,2025-05-27,Lakewood,Regular
R013862,2024-06-25,Lakewood,Regular
R013863,2024-10-30,Metroville,Regular
R013864,2025-06-13,Lakewood,Regular
R013865,2025-12-02,Lakewood,Occasional
R013866,2025-02-24,Metroville,Regular
R013867,2024-07-17,Lakewood,Occasional
R013868,2025-05-25,Lakewood,Occasional
R013869,2025-05-16,Metroville,Occasional
R013870,2025-04-16,Metroville,Frequent
R013871,2024-02-03,Lakewood,Occasional
R013872,2025-06-01,Metroville,Regular
R013873,2024-01-15,Riverton,Regular
R013874,2025-10-24,Hillview,Occasional
R013875,2025-10-07,Riverton,Occasional
R013876,2025-02-16,Metroville,Occasional
R013877,2025-04-17,Lakewood,Occasional
R013878,2024-02-19,Riverton,Frequent
R013879,2025-10-02,Riverton,Regular
R013880,2024-07-17,Hillview,Regular
R013881,2024-07-10,Lakewood,Occasional
R013882,2025-06-02,Metroville,Regular
R013883,2025-11-18,Lakewood,Occasional
R013884,2024-12-27,Hillview,Occasional
R013885,2025-01-06,Riverton,Regular
R013886,2025-02-05,Hillview,Regular
R013887,2024-08-01,Riverton,Occasional
R013888,2025-03-12,Hillview,Occasional
R013889,2025-12-04,Lakewood,Regular
R013890,2024-10-07,Hillview,Occasional
R013891,2025-07-19,Hillview,Occasional
R013892,2025-07-20,Hillview,Frequent
R013893,2025-09-14,Hillview,Occasional
R013894,2025-06-13,Lakewood,Regular
R013895,2025-11-05,Riverton,Frequent
R013896,2025-06-06,Lakewood,Occasional
R013897,2025-12-15,Riverton,Regular
R013898,2025-06-07,Riverton,Regular
R013899,2025-09-04,Riverton,Occasional
R013900,2025-10-13,Lakewood,Occasional
R013901,2025-12-20,Riverton,Frequent
R013902,2025-03-11,Hillview,Occasional
R013903,2025-06-03,Riverton,Frequent
R013904,2025-12-08,Lakewood,Regular
R013905,2024-10-05,Hillview,Regular
R013906,2024-03-28,Riverton,Regular
R013907,2025-10-09,Lakewood,Regular
R013908,2025-04-07,Lakewood,Regular
R013909,2024-11-09,Riverton,Regular
R013910,2025-06-08,Riverton,Frequent
R013911,2024-01-24,Metroville,Frequent
R013912,2024-12-15,Metroville,Occasional
R013913,2024-07-13,Hillview,Occasional
R013914,2024-07-29,Hillview,Frequent
R013915,2025-12-10,Lakewood,Occasional
R013916,2025-02-06,Hillview,Frequent
R013917,2024-04-12,Lakewood,Occasional
R013918,2024-09-23,Metroville,Occasional
R013919,2024-06-26,Riverton,Occasional
R013920,2025-10-27,Metroville,Occasional
R013921,2024-08-01,Metroville,Regular
R013922,2024-09-18,Hillview,Occasional
R013923,2024-09-01,Lakewood,Frequent
R013924,2024-05-08,Metroville,Occasional
R013925,2025-07-25,Lakewood,Regular
R013926,2025-02-25,Lakewood,Regular
R013927,2024-11-15,Riverton,Occasional
R013928,2024-10-16,Metroville,Frequent
R013929,2025-05-03,Lakewood,Occasional
R013930,2024-03-11,Lakewood,Regular
R013931,2025-11-13,Riverton,Occasional
R013932,2025-02-17,Hillview,Occasional
R013933,2024-06-15,Lakewood,Occasional
R013934,2025-01-28,Hillview,Occasional
R013935,2025-09-15,Hillview,Frequent
R013936,2024-05-06,Metroville,Frequent
R013937,2025-01-18,Metroville,Frequent
R013938,2025-03-13,Riverton,Regular
R013939,2025-08-15,Hillview,Regular
R013940,2025-02-19,Metroville,Frequent
R013941,2025-06-23,Metroville,Regular
R013942,2025-07-20,Riverton,Frequent
R013943,2025-10-14,Riverton,Occasional
R013944,2024-09-21,Metroville,Regular
R013945,2025-05-30,Lakewood,Regular
R013946,2024-07-01,Metroville,Occasional
R013947,2025-09-10,Hillview,Occasional
R013948,2025-11-27,Riverton,Frequent
R013949,2024-08-03,Lakewood,Regular
R013950,2025-02-14,Hillview,Occasional
R013951,2025-08-24,Lakewood,Frequent
R013952,2024-01-20,Hillview,Frequent
R013953,2025-05-31,Metroville,Regular
R013954,2025-08-23,Metroville,Occasional
R013955,2025-09-29,Lakewood,Occasional
R013956,2024-05-24,Metroville,Frequent
R013957,2025-07-08,Hillview,Occasional
R013958,2025-07-29,Lakewood,Occasional
R013959,2024-01-03,Metroville,Occasional
R013960,2025-05-31,Riverton,Regular
R013961,2025-04-03,Lakewood,Occasional
R013962,2025-12-10,Lakewood,Frequent
R013963,2024-02-01,Metroville,Frequent
R013964,2025-12-07,Hillview,Frequent
R013965,2025-02-22,Riverton,Occasional
R013966,2024-07-19,Hillview,Regular
R013967,2024-10-10,Riverton,Regular
R013968,2025-07-15,Lakewood,Frequent
R013969,2025-12-30,Metroville,Occasional
R013970,2024-08-19,Riverton,Occasional
R013971,2025-12-21,Metroville,Regular
R013972,2025-04-05,Hillview,Regular
R013973,2024-05-20,Metroville,Occasional
R013974,2025-03-13,Lakewood,Regular
R013975,2025-08-09,Lakewood,Occasional
R013976,2024-02-09,Lakewood,Occasional
R013977,2024-02-27,Riverton,Occasional
R013978,2024-01-04,Riverton,Regular
R013979,2025-02-21,Riverton,Occasional
R013980,2024-02-12,Hillview,Occasional
R013981,2025-11-13,Lakewood,Regular
R013982,2024-04-03,Lakewood,Occasional
R013983,2024-02-22,Hillview,Regular
R013984,2024-07-07,Metroville,Regular
R013985,2025-07-12,Metroville,Regular
R013986,2025-10-25,Metroville,Occasional
R013987,2024-07-02,Riverton,Occasional
R013988,2025-01-14,Riverton,Regular
R013989,2025-07-20,Metroville,Occasional
R013990,2025-08-06,Metroville,Occasional
R013991,2024-04-21,Metroville,Regular
R013992,2025-09-05,Lakewood,Occasional
R013993,2025-09-26,Metroville,Regular
R013994,2025-06-21,Riverton,Occasional
R013995,2025-01-20,Hillview,Occasional
R013996,2024-10-13,Riverton,Frequent
R013997,2025-10-13,Hillview,Regular
R013998,2025-09-24,Hillview,Occasional
R013999,2025-01-14,Riverton,Occasional
R014000,2025-06-27,Lakewood,Regular
R014001,2024-10-19,Riverton,Regular
R014002,2025-06-27,Lakewood,Regular
R014003,2024-03-06,Lakewood,Occasional
R014004,2025-10-21,Metroville,Frequent
R014005,2025-01-12,Riverton,Frequent
R014006,2025-03-14,Hillview,Regular
R014007,2024-05-18,Riverton,Frequent
R014008,2025-01-21,Lakewood,Occasional
R014009,2024-01-03,Riverton,Occasional
R014010,2025-10-13,Riverton,Occasional
R014011,2025-07-02,Riverton,Occasional
R014012,2024-11-28,Lakewood,Occasional
R014013,2025-09-03,Lakewood,Frequent
R014014,2025-08-17,Lakewood,Frequent
R014015,2024-03-28,Hillview,Regular
R014016,2024-02-09,Metroville,Regular
R014017,2024-07-04,Hillview,Occasional
R014018,2024-01-01,Metroville,Occasional
R014019,2025-02-23,Hillview,Occasional
R014020,2025-01-21,Lakewood,Regular
R014021,2025-01-28,Riverton,Regular
R014022,2024-02-23,Riverton,Regular
R014023,2025-11-03,Riverton,Frequent
R014024,2025-12-15,Riverton,Occasional
R014025,2025-03-08,Metroville,Occasional
R014026,2024-01-05,Metroville,Occasional
R014027,2024-10-16,Metroville,Frequent
R014028,2025-06-09,Riverton,Regular
R014029,2025-07-02,Riverton,Occasional
R014030,2024-06-27,Metroville,Frequent
R014031,2025-08-25,Riverton,Occasional
R014032,2025-12-09,Metroville,Occasional
R014033,2025-01-07,Metroville,Occasional
R014034,2024-10-06,Lakewood,Occasional
R014035,2025-01-20,Riverton,Regular
R014036,2024-01-20,Metroville,Frequent
R014037,2025-01-18,Hillview,Occasional
R014038,2024-01-20,Riverton,Regular
R014039,2024-01-26,Lakewood,Occasional
R014040,2025-02-09,Metroville,Frequent
R014041,2025-01-08,Riverton,Occasional
R014042,2025-12-23,Hillview,Occasional
R014043,2025-01-06,Lakewood,Occasional
R014044,2025-12-18,Metroville,Frequent
R014045,2025-08-13,Lakewood,Occasional
R014046,2024-09-03,Lakewood,Occasional
R014047,2025-11-08,Metroville,Occasional
R014048,2024-12-19,Riverton,Frequent
R014049,2025-03-11,Metroville,Occasional
R014050,2024-03-14,Hillview,Frequent
R014051,2024-06-04,Lakewood,Occasional
R014052,2025-01-17,Riverton,Occasional
R014053,2024-07-17,Hillview,Regular
R014054,2025-03-14,Lakewood,Occasional
R014055,2024-02-28,Metroville,Regular
R014056,2024-07-02,Lakewood,Occasional
R014057,2025-05-01,Lakewood,Occasional
R014058,2025-03-24,Riverton,Occasional
R014059,2025-12-21,Hillview,Regular
R014060,2025-10-20,Riverton,Regular
R014061,2025-08-16,Hillview,Occasional
R014062,2024-01-01,Metroville,Frequent
R014063,2025-03-17,Metroville,Regular
R014064,2024-06-16,Metroville,Regular
R014065,2024-07-14,Riverton,Occasional
R014066,2024-06-02,Metroville,Regular
R014067,2024-11-29,Metroville,Occasional
R014068,2024-03-31,Hillview,Occasional
R014069,2025-01-24,Metroville,Occasional
R014070,2024-05-01,Metroville,Frequent
R014071,2025-01-01,Lakewood,Occasional
R014072,2025-04-03,Metroville,Occasional
R014073,2024-05-11,Metroville,Occasional
R014074,2024-03-16,Metroville,Occasional
R014075,2025-08-13,Metroville,Occasional
R014076,2025-06-24,Riverton,Occasional
R014077,2024-07-10,Lakewood,Frequent
R014078,2025-10-11,Riverton,Occasional
R014079,2024-06-10,Riverton,Regular
R014080,2025-11-09,Riverton,Occasional
R014081,2024-03-23,Hillview,Occasional
R014082,2025-04-28,Lakewood,Regular
R014083,2024-01-15,Metroville,Occasional
R014084,2024-05-24,Metroville,Occasional
R014085,2024-10-23,Metroville,Occasional
R014086,2024-03-03,Hillview,Occasional
R014087,2024-11-30,Lakewood,Regular
R014088,2024-06-18,Metroville,Frequent
R014089,2024-03-13,Metroville,Occasional
R014090,2025-12-05,Hillview,Occasional
R014091,2025-12-19,Lakewood,Occasional
R014092,2025-12-05,Metroville,Regular
R014093,2024-04-22,Hillview,Occasional
R014094,2024-10-06,Riverton,Occasional
R014095,2024-08-27,Lakewood,Regular
R014096,2024-08-26,Lakewood,Regular
R014097,2024-10-31,Riverton,Regular
R014098,2025-01-08,Metroville,Regular
R014099,2024-12-21,Hillview,Occasional
R014100,2024-08-01,Riverton,Occasional
R014101,2025-12-18,Riverton,Regular
R014102,2025-12-18,Riverton,Regular
R014103,2024-08-30,Hillview,Occasional
R014104,2024-06-10,Metroville,Occasional
R014105,2025-01-24,Metroville,Occasional
R014106,2024-09-27,Riverton,Frequent
R014107,2025-12-23,Metroville,Occasional
R014108,2024-11-10,Riverton,Frequent
R014109,2024-01-30,Lakewood,Frequent
R014110,2024-04-01,Metroville,Regular
R014111,2024-02-24,Metroville,Frequent
R014112,2024-10-07,Riverton,Occasional
R014113,2024-08-19,Metroville,Occasional
R014114,2025-09-19,Metroville,Occasional
R014115,2025-10-13,Lakewood,Regular
R014116,2024-04-12,Metroville,Frequent
R014117,2025-11-22,Riverton,Regular
R014118,2025-03-03,Hillview,Occasional
R014119,2024-08-12,Riverton,Occasional
R014120,2024-10-24,Riverton,Occasional
R014121,2024-11-19,Lakewood,Regular
R014122,2024-05-04,Hillview,Regular
R014123,2025-09-26,Hillview,Frequent
R014124,2024-01-10,Hillview,Occasional
R014125,2024-02-21,Metroville,Regular
R014126,2024-07-19,Metroville,Occasional
R014127,2024-04-15,Metroville,Regular
R014128,2024-02-15,Metroville,Regular
R014129,2024-10-07,Metroville,Regular
R014130,2024-10-02,Hillview,Occasional
R014131,2024-04-01,Metroville,Occasional
R014132,2025-08-16,Metroville,Frequent
R014133,2025-10-08,Hillview,Regular
R014134,2025-06-10,Hillview,Frequent
R014135,2025-01-17,Metroville,Occasional
R014136,2025-11-24,Metroville,Occasional
R014137,2024-09-13,Riverton,Regular
R014138,2024-11-08,Hillview,Regular
R014139,2024-01-12,Riverton,Occasional
R014140,2025-06-02,Lakewood,Occasional
R014141,2024-03-08,Riverton,Regular
R014142,2025-05-02,Riverton,Occasional
R014143,2025-07-26,Metroville,Occasional
R014144,2024-06-07,Lakewood,Regular
R014145,2025-03-23,Hillview,Regular
R014146,2024-08-10,Riverton,Occasional
R014147,2024-10-18,Metroville,Frequent
R014148,2025-01-22,Riverton,Frequent
R014149,2024-07-01,Riverton,Regular
R014150,2025-08-06,Metroville,Regular
R014151,2024-10-15,Metroville,Regular
R014152,2024-12-04,Metroville,Occasional
R014153,2025-08-19,Hillview,Occasional
R014154,2024-06-15,Metroville,Occasional
R014155,2024-11-27,Hillview,Occasional
R014156,2025-12-28,Lakewood,Frequent
R014157,2024-10-19,Hillview,Frequent
R014158,2024-03-25,Hillview,Regular
R014159,2024-07-27,Hillview,Regular
R014160,2025-11-30,Hillview,Frequent
R014161,2025-07-09,Lakewood,Regular
R014162,2025-08-15,Metroville,Occasional
R014163,2024-07-04,Metroville,Frequent
R014164,2025-09-06,Riverton,Regular
R014165,2024-10-14,Metroville,Occasional
R014166,2025-08-04,Lakewood,Occasional
R014167,2025-10-06,Metroville,Regular
R014168,2024-06-01,Riverton,Occasional
R014169,2025-11-17,Metroville,Frequent
R014170,2025-04-08,Metroville,Regular
R014171,2025-06-19,Lakewood,Occasional
R014172,2025-07-07,Lakewood,Occasional
R014173,2024-05-03,Hillview,Regular
R014174,2025-06-29,Riverton,Occasional
R014175,2024-06-04,Riverton,Regular
R014176,2024-07-17,Metroville,Frequent
R014177,2024-03-26,Metroville,Regular
R014178,2024-05-12,Riverton,Regular
R014179,2025-12-17,Metroville,Frequent
R014180,2024-08-28,Hillview,Frequent
R014181,2024-10-10,Hillview,Frequent
R014182,2024-12-17,Metroville,Occasional
R014183,2025-06-05,Riverton,Occasional
R014184,2025-02-24,Lakewood,Regular
R014185,2025-01-27,Metroville,Occasional
R014186,2025-09-04,Lakewood,Regular
R014187,2024-12-29,Riverton,Frequent
R014188,2025-07-16,Hillview,Frequent
R014189,2025-10-28,Metroville,Occasional
R014190,2025-05-09,Riverton,Frequent
R014191,2024-01-26,Metroville,Regular
R014192,2024-07-11,Metroville,Regular
R014193,2025-03-28,Riverton,Occasional
R014194,2024-12-16,Riverton,Occasional
R014195,2024-07-27,Riverton,Regular
R014196,2024-09-02,Hillview,Regular
R014197,2024-02-27,Metroville,Frequent
R014198,2024-06-20,Lakewood,Occasional
R014199,2025-07-26,Metroville,Occasional
R014200,2024-01-08,Riverton,Occasional
R014201,2025-09-04,Metroville,Regular
R014202,2024-09-05,Metroville,Regular
R014203,2025-08-14,Riverton,Occasional
R014204,2024-07-06,Lakewood,Occasional
R014205,2025-08-29,Riverton,Occasional
R014206,2025-02-22,Hillview,Occasional
R014207,2025-09-15,Lakewood,Occasional
R014208,2024-02-15,Lakewood,Frequent
R014209,2025-08-06,Hillview,Occasional
R014210,2024-07-17,Riverton,Occasional
R014211,2024-09-19,Metroville,Regular
R014212,2024-02-02,Riverton,Frequent
R014213,2025-11-29,Lakewood,Regular
R014214,2025-04-14,Riverton,Occasional
R014215,2025-12-19,Lakewood,Regular
R014216,2025-02-19,Metroville,Occasional
R014217,2024-04-25,Riverton,Occasional
R014218,2024-09-04,Metroville,Regular
R014219,2024-11-17,Hillview,Frequent
R014220,2024-04-17,Riverton,Occasional
R014221,2025-11-12,Hillview,Regular
R014222,2025-12-02,Metroville,Regular
R014223,2025-02-16,Lakewood,Regular
R014224,2025-03-03,Metroville,Occasional
R014225,2025-05-29,Lakewood,Frequent
R014226,2025-05-12,Lakewood,Occasional
R014227,2024-02-15,Lakewood,Occasional
R014228,2025-01-23,Lakewood,Occasional
R014229,2025-07-22,Hillview,Regular
R014230,2025-08-13,Metroville,Frequent
R014231,2025-03-12,Lakewood,Occasional
R014232,2025-10-18,Riverton,Occasional
R014233,2025-03-05,Metroville,Frequent
R014234,2024-10-07,Riverton,Regular
R014235,2024-11-20,Riverton,Frequent
R014236,2025-05-20,Riverton,Regular
R014237,2025-10-10,Riverton,Regular
