assignment_id,ticket_id,experiment_name,experiment_group,assigned_at,eligibility_flag
EXP000634,TK0004497,AV_Guided_Support_v1,Control,2026-04-28 12:49:52,True
EXP000635,TK0004499,AV_Guided_Support_v1,Control,2026-05-10 15:01:19,True
EXP000636,TK0004501,AV_Guided_Support_v1,Treatment,2026-04-25 22:13:53,True
EXP000637,TK0004506,AV_Guided_Support_v1,Control,2026-04-27 02:06:33,True
EXP000638,TK0004519,AV_Guided_Support_v1,Control,2026-05-17 13:10:42,True
EXP000639,TK0004521,AV_Guided_Support_v1,Control,2026-06-10 05:37:37,True
EXP000640,TK0004523,AV_Guided_Support_v1,Treatment,2026-04-20 11:16:57,True
EXP000641,TK0004525,AV_Guided_Support_v1,Treatment,2026-05-13 09:09:25,True
EXP000642,TK0004530,AV_Guided_Support_v1,Treatment,2026-05-19 22:36:35,True
EXP000643,TK0004548,AV_Guided_Support_v1,Control,2026-06-08 07:34:18,True
EXP000644,TK0004550,AV_Guided_Support_v1,Treatment,2026-04-13 20:15:51,True
EXP000645,TK0004551,AV_Guided_Support_v1,Control,2026-04-18 14:14:11,True
EXP000646,TK0004554,AV_Guided_Support_v1,Control,2026-05-21 17:30:52,True
EXP000647,TK0004566,AV_Guided_Support_v1,Treatment,2026-04-27 11:10:41,True
EXP000648,TK0004572,AV_Guided_Support_v1,Control,2026-04-19 06:12:37,True
EXP000649,TK0004592,AV_Guided_Support_v1,Control,2026-05-27 01:24:44,True
EXP000650,TK0004596,AV_Guided_Support_v1,Treatment,2026-05-29 00:28:48,True
EXP000651,TK0004598,AV_Guided_Support_v1,Control,2026-04-16 18:19:43,True
EXP000652,TK0004599,AV_Guided_Support_v1,Treatment,2026-06-09 04:53:49,True
EXP000653,TK0004603,AV_Guided_Support_v1,Control,2026-05-26 09:55:34,True
EXP000654,TK0004607,AV_Guided_Support_v1,Control,2026-05-16 08:10:46,True
EXP000655,TK0004610,AV_Guided_Support_v1,Treatment,2026-04-20 02:09:56,True
EXP000656,TK0004611,AV_Guided_Support_v1,Treatment,2026-06-08 09:50:20,True
EXP000657,TK0004616,AV_Guided_Support_v1,Control,2026-05-19 15:47:29,True
EXP000658,TK0004619,AV_Guided_Support_v1,Treatment,2026-05-19 05:25:39,True
EXP000659,TK0004629,AV_Guided_Support_v1,Treatment,2026-04-04 01:08:48,True
EXP000660,TK0004632,AV_Guided_Support_v1,Control,2026-06-12 02:21:57,True
EXP000661,TK0004635,AV_Guided_Support_v1,Control,2026-04-25 01:13:00,True
EXP000662,TK0004640,AV_Guided_Support_v1,Treatment,2026-06-05 03:38:27,True
EXP000663,TK0004654,AV_Guided_Support_v1,Treatment,2026-04-23 14:45:19,True
EXP000664,TK0004659,AV_Guided_Support_v1,Control,2026-04-18 17:39:49,True
EXP000665,TK0004662,AV_Guided_Support_v1,Treatment,2026-05-03 05:19:23,True
EXP000666,TK0004669,AV_Guided_Support_v1,Treatment,2026-04-07 21:03:36,True
EXP000667,TK0004684,AV_Guided_Support_v1,Treatment,2026-04-17 18:07:29,True
EXP000668,TK0004690,AV_Guided_Support_v1,Treatment,2026-04-18 03:36:26,True
EXP000669,TK0004694,AV_Guided_Support_v1,Treatment,2026-05-27 20:00:46,True
EXP000670,TK0004703,AV_Guided_Support_v1,Treatment,2026-05-28 18:16:38,True
EXP000671,TK0004704,AV_Guided_Support_v1,Treatment,2026-06-24 08:59:53,True
EXP000672,TK0004718,AV_Guided_Support_v1,Control,2026-04-11 14:53:48,True
EXP000673,TK0004719,AV_Guided_Support_v1,Control,2026-04-25 11:34:13,True
EXP000674,TK0004730,AV_Guided_Support_v1,Treatment,2026-05-17 10:43:00,True
EXP000675,TK0004753,AV_Guided_Support_v1,Treatment,2026-05-29 00:29:25,True
EXP000676,TK0004754,AV_Guided_Support_v1,Control,2026-06-23 09:40:30,True
EXP000677,TK0004761,AV_Guided_Support_v1,Treatment,2026-06-16 15:14:17,True
EXP000678,TK0004767,AV_Guided_Support_v1,Treatment,2026-05-30 10:03:48,True
EXP000679,TK0004768,AV_Guided_Support_v1,Treatment,2026-06-25 08:22:55,True
EXP000680,TK0004781,AV_Guided_Support_v1,Control,2026-05-27 17:30:37,True
EXP000681,TK0004790,AV_Guided_Support_v1,Treatment,2026-04-20 02:35:38,True
EXP000682,TK0004791,AV_Guided_Support_v1,Treatment,2026-05-18 17:59:59,True
EXP000683,TK0004796,AV_Guided_Support_v1,Treatment,2026-06-10 22:46:14,True
EXP000684,TK0004803,AV_Guided_Support_v1,Treatment,2026-06-13 15:13:17,True
EXP000685,TK0004808,AV_Guided_Support_v1,Treatment,2026-06-23 12:11:44,True
EXP000686,TK0004820,AV_Guided_Support_v1,Treatment,2026-06-26 17:21:58,True
EXP000687,TK0004822,AV_Guided_Support_v1,Control,2026-04-29 04:21:25,True
EXP000688,TK0004827,AV_Guided_Support_v1,Treatment,2026-06-28 12:09:02,True
EXP000689,TK0004854,AV_Guided_Support_v1,Treatment,2026-04-16 10:36:33,True
EXP000690,TK0004860,AV_Guided_Support_v1,Control,2026-05-08 03:57:28,True
EXP000691,TK0004868,AV_Guided_Support_v1,Treatment,2026-05-04 15:19:01,True
EXP000692,TK0004875,AV_Guided_Support_v1,Treatment,2026-06-01 17:10:53,True
EXP000693,TK0004876,AV_Guided_Support_v1,Control,2026-06-27 11:34:38,True
EXP000694,TK0004886,AV_Guided_Support_v1,Control,2026-05-10 16:54:45,True
EXP000695,TK0004888,AV_Guided_Support_v1,Control,2026-05-06 13:46:07,True
EXP000696,TK0004903,AV_Guided_Support_v1,Control,2026-04-20 10:56:52,True
EXP000697,TK0004910,AV_Guided_Support_v1,Treatment,2026-05-14 03:43:31,True
EXP000698,TK0004914,AV_Guided_Support_v1,Treatment,2026-05-19 02:40:03,True
EXP000699,TK0004928,AV_Guided_Support_v1,Treatment,2026-05-04 03:13:35,True
EXP000700,TK0004935,AV_Guided_Support_v1,Treatment,2026-05-04 22:01:26,True
EXP000701,TK0004945,AV_Guided_Support_v1,Treatment,2026-05-17 13:31:13,True
EXP000702,TK0004951,AV_Guided_Support_v1,Control,2026-05-31 18:21:55,True
EXP000703,TK0004954,AV_Guided_Support_v1,Control,2026-04-13 19:45:38,True
EXP000704,TK0004958,AV_Guided_Support_v1,Control,2026-05-19 23:08:38,True
EXP000705,TK0004959,AV_Guided_Support_v1,Treatment,2026-04-05 09:21:28,True
EXP000706,TK0004960,AV_Guided_Support_v1,Treatment,2026-06-03 18:29:40,True
EXP000707,TK0004965,AV_Guided_Support_v1,Control,2026-06-16 05:39:08,True
EXP000708,TK0004968,AV_Guided_Support_v1,Treatment,2026-04-10 16:08:34,True
EXP000709,TK0004976,AV_Guided_Support_v1,Treatment,2026-06-05 22:09:37,True
EXP000710,TK0004983,AV_Guided_Support_v1,Control,2026-06-27 08:00:10,True
EXP000711,TK0004996,AV_Guided_Support_v1,Control,2026-05-09 03:56:09,True
EXP000712,TK0005004,AV_Guided_Support_v1,Treatment,2026-05-08 04:14:53,True
EXP000713,TK0005014,AV_Guided_Support_v1,Treatment,2026-04-12 07:33:27,True
EXP000714,TK0005021,AV_Guided_Support_v1,Treatment,2026-06-01 15:20:33,True
EXP000715,TK0005035,AV_Guided_Support_v1,Treatment,2026-05-16 23:38:58,True
EXP000716,TK0005041,AV_Guided_Support_v1,Treatment,2026-04-16 19:14:32,True
EXP000717,TK0005044,AV_Guided_Support_v1,Control,2026-04-13 16:55:07,True
EXP000718,TK0005046,AV_Guided_Support_v1,Treatment,2026-06-15 04:30:15,True
EXP000719,TK0005050,AV_Guided_Support_v1,Treatment,2026-05-13 03:25:41,True
EXP000720,TK0005053,AV_Guided_Support_v1,Control,2026-06-10 06:44:24,True
EXP000721,TK0005057,AV_Guided_Support_v1,Control,2026-06-03 00:38:53,True
EXP000722,TK0005060,AV_Guided_Support_v1,Control,2026-05-03 04:12:00,True
EXP000723,TK0005061,AV_Guided_Support_v1,Control,2026-05-28 13:56:25,True
EXP000724,TK0005080,AV_Guided_Support_v1,Control,2026-05-30 04:05:48,True
EXP000725,TK0005081,AV_Guided_Support_v1,Control,2026-05-05 17:12:49,True
EXP000726,TK0005091,AV_Guided_Support_v1,Control,2026-04-06 13:00:00,True
EXP000727,TK0005092,AV_Guided_Support_v1,Control,2026-06-24 11:22:28,True
EXP000728,TK0005098,AV_Guided_Support_v1,Treatment,2026-04-30 13:19:25,True
EXP000729,TK0005107,AV_Guided_Support_v1,Treatment,2026-05-11 15:30:13,True
EXP000730,TK0005108,AV_Guided_Support_v1,Control,2026-04-02 03:18:41,True
EXP000731,TK0005121,AV_Guided_Support_v1,Treatment,2026-05-08 08:46:21,True
EXP000732,TK0005125,AV_Guided_Support_v1,Control,2026-04-15 15:19:53,True
EXP000733,TK0005128,AV_Guided_Support_v1,Treatment,2026-04-22 05:06:29,True
EXP000734,TK0005138,AV_Guided_Support_v1,Control,2026-06-17 21:40:49,True
EXP000735,TK0005147,AV_Guided_Support_v1,Treatment,2026-06-10 18:32:53,True
EXP000736,TK0005152,AV_Guided_Support_v1,Control,2026-05-24 19:26:27,True
EXP000737,TK0005177,AV_Guided_Support_v1,Treatment,2026-05-22 23:50:22,True
EXP000738,TK0005189,AV_Guided_Support_v1,Treatment,2026-04-09 07:32:25,True
EXP000739,TK0005201,AV_Guided_Support_v1,Control,2026-04-15 14:26:59,True
EXP000740,TK0005206,AV_Guided_Support_v1,Control,2026-06-01 04:59:06,True
EXP000741,TK0005210,AV_Guided_Support_v1,Treatment,2026-04-09 22:18:25,True
EXP000742,TK0005220,AV_Guided_Support_v1,Control,2026-05-12 12:45:39,True
EXP000743,TK0005223,AV_Guided_Support_v1,Control,2026-04-27 14:33:13,True
EXP000744,TK0005237,AV_Guided_Support_v1,Treatment,2026-06-07 17:13:26,True
EXP000745,TK0005238,AV_Guided_Support_v1,Treatment,2026-05-13 18:04:40,True
EXP000746,TK0005241,AV_Guided_Support_v1,Treatment,2026-04-10 00:09:55,True
EXP000747,TK0005250,AV_Guided_Support_v1,Treatment,2026-06-21 22:45:57,True
EXP000748,TK0005255,AV_Guided_Support_v1,Treatment,2026-06-23 12:32:32,True
EXP000749,TK0005256,AV_Guided_Support_v1,Control,2026-04-24 20:59:20,True
EXP000750,TK0005269,AV_Guided_Support_v1,Treatment,2026-05-13 12:21:54,True
EXP000751,TK0005270,AV_Guided_Support_v1,Control,2026-04-15 05:12:50,True
EXP000752,TK0005274,AV_Guided_Support_v1,Treatment,2026-05-25 10:51:32,True
EXP000753,TK0005285,AV_Guided_Support_v1,Treatment,2026-06-27 14:16:23,True
EXP000754,TK0005286,AV_Guided_Support_v1,Treatment,2026-05-13 16:44:56,True
EXP000755,TK0005288,AV_Guided_Support_v1,Treatment,2026-05-18 08:30:39,True
EXP000756,TK0005290,AV_Guided_Support_v1,Treatment,2026-06-06 15:30:39,True
EXP000757,TK0005291,AV_Guided_Support_v1,Control,2026-04-08 08:20:30,True
EXP000758,TK0005301,AV_Guided_Support_v1,Control,2026-05-10 07:00:08,True
EXP000759,TK0005309,AV_Guided_Support_v1,Treatment,2026-06-15 21:18:55,True
EXP000760,TK0005312,AV_Guided_Support_v1,Treatment,2026-05-14 18:21:48,True
EXP000761,TK0005318,AV_Guided_Support_v1,Treatment,2026-06-11 21:24:53,True
EXP000762,TK0005324,AV_Guided_Support_v1,Treatment,2026-06-09 00:23:33,True
EXP000763,TK0005341,AV_Guided_Support_v1,Control,2026-04-05 06:58:02,True
EXP000764,TK0005355,AV_Guided_Support_v1,Treatment,2026-04-12 17:37:33,True
EXP000765,TK0005362,AV_Guided_Support_v1,Control,2026-05-31 02:11:34,True
EXP000766,TK0005371,AV_Guided_Support_v1,Treatment,2026-05-17 20:52:52,True
EXP000767,TK0005380,AV_Guided_Support_v1,Control,2026-06-30 16:19:05,True
EXP000768,TK0005399,AV_Guided_Support_v1,Treatment,2026-06-03 16:33:09,True
EXP000769,TK0005404,AV_Guided_Support_v1,Treatment,2026-05-23 22:32:04,True
EXP000770,TK0005405,AV_Guided_Support_v1,Control,2026-05-26 20:28:29,True
EXP000771,TK0005428,AV_Guided_Support_v1,Control,2026-04-06 12:58:36,True
EXP000772,TK0005444,AV_Guided_Support_v1,Treatment,2026-05-03 10:48:06,True
EXP000773,TK0005446,AV_Guided_Support_v1,Control,2026-06-17 01:18:56,True
EXP000774,TK0005447,AV_Guided_Support_v1,Treatment,2026-06-17 02:27:34,True
EXP000775,TK0005454,AV_Guided_Support_v1,Control,2026-05-17 12:33:39,True
EXP000776,TK0005456,AV_Guided_Support_v1,Control,2026-04-28 15:09:44,True
EXP000777,TK0005460,AV_Guided_Support_v1,Control,2026-06-29 09:44:47,True
EXP000778,TK0005464,AV_Guided_Support_v1,Treatment,2026-06-03 18:57:23,True
EXP000779,TK0005465,AV_Guided_Support_v1,Treatment,2026-05-14 10:56:04,True
EXP000780,TK0005468,AV_Guided_Support_v1,Control,2026-04-18 09:26:48,True
EXP000781,TK0005486,AV_Guided_Support_v1,Treatment,2026-04-15 19:16:11,True
EXP000782,TK0005487,AV_Guided_Support_v1,Control,2026-04-07 10:31:34,True
EXP000783,TK0005496,AV_Guided_Support_v1,Control,2026-05-04 19:50:05,True
EXP000784,TK0005513,AV_Guided_Support_v1,Control,2026-06-27 13:45:15,True
EXP000785,TK0005515,AV_Guided_Support_v1,Treatment,2026-05-29 18:56:54,True
EXP000786,TK0005533,AV_Guided_Support_v1,Control,2026-05-15 14:57:14,True
EXP000787,TK0005555,AV_Guided_Support_v1,Treatment,2026-06-03 11:27:23,True
EXP000788,TK0005563,AV_Guided_Support_v1,Control,2026-05-09 10:41:05,True
EXP000789,TK0005568,AV_Guided_Support_v1,Control,2026-04-20 02:51:59,True
EXP000790,TK0005581,AV_Guided_Support_v1,Treatment,2026-05-26 02:56:02,True
EXP000791,TK0005587,AV_Guided_Support_v1,Control,2026-04-05 04:19:39,True
EXP000792,TK0005595,AV_Guided_Support_v1,Control,2026-06-15 20:28:05,True
EXP000793,TK0005599,AV_Guided_Support_v1,Treatment,2026-05-29 19:13:29,True
EXP000794,TK0005600,AV_Guided_Support_v1,Treatment,2026-05-20 08:52:12,True
EXP000795,TK0005608,AV_Guided_Support_v1,Treatment,2026-05-03 02:51:35,True
EXP000796,TK0005610,AV_Guided_Support_v1,Treatment,2026-05-26 01:56:02,True
EXP000797,TK0005612,AV_Guided_Support_v1,Control,2026-05-07 17:42:51,True
EXP000798,TK0005615,AV_Guided_Support_v1,Control,2026-05-28 06:01:19,True
EXP000799,TK0005622,AV_Guided_Support_v1,Control,2026-04-06 20:28:20,True
EXP000800,TK0005627,AV_Guided_Support_v1,Treatment,2026-06-28 13:51:20,True
EXP000801,TK0005632,AV_Guided_Support_v1,Treatment,2026-06-16 11:03:14,True
EXP000802,TK0005633,AV_Guided_Support_v1,Control,2026-04-06 07:17:44,True
EXP000803,TK0005644,AV_Guided_Support_v1,Treatment,2026-04-27 05:58:48,True
EXP000804,TK0005660,AV_Guided_Support_v1,Treatment,2026-06-25 19:06:54,True
EXP000805,TK0005661,AV_Guided_Support_v1,Treatment,2026-05-24 00:09:54,True
EXP000806,TK0005666,AV_Guided_Support_v1,Control,2026-05-19 15:37:57,True
EXP000807,TK0005667,AV_Guided_Support_v1,Control,2026-04-06 07:44:01,True
EXP000808,TK0005670,AV_Guided_Support_v1,Treatment,2026-05-15 03:55:20,True
EXP000809,TK0005671,AV_Guided_Support_v1,Control,2026-06-30 02:23:27,True
EXP000810,TK0005673,AV_Guided_Support_v1,Control,2026-05-08 05:51:58,True
EXP000811,TK0005677,AV_Guided_Support_v1,Control,2026-04-28 04:06:50,True
EXP000812,TK0005678,AV_Guided_Support_v1,Treatment,2026-06-22 07:00:16,True
EXP000813,TK0005690,AV_Guided_Support_v1,Control,2026-06-19 17:42:00,True
EXP000814,TK0005692,AV_Guided_Support_v1,Treatment,2026-05-15 17:26:56,True
EXP000815,TK0005700,AV_Guided_Support_v1,Control,2026-06-02 12:28:55,True
EXP000816,TK0005709,AV_Guided_Support_v1,Treatment,2026-04-04 15:49:37,True
EXP000817,TK0005718,AV_Guided_Support_v1,Treatment,2026-06-19 20:19:14,True
EXP000818,TK0005721,AV_Guided_Support_v1,Control,2026-05-17 16:38:33,True
EXP000819,TK0005731,AV_Guided_Support_v1,Treatment,2026-05-27 02:23:49,True
EXP000820,TK0005735,AV_Guided_Support_v1,Control,2026-04-15 09:35:36,True
EXP000821,TK0005737,AV_Guided_Support_v1,Treatment,2026-05-09 00:09:40,True
EXP000822,TK0005740,AV_Guided_Support_v1,Treatment,2026-06-12 05:17:33,True
EXP000823,TK0005744,AV_Guided_Support_v1,Control,2026-05-18 04:12:32,True
EXP000824,TK0005747,AV_Guided_Support_v1,Treatment,2026-06-19 12:33:51,True
EXP000825,TK0005756,AV_Guided_Support_v1,Treatment,2026-05-17 01:41:48,True
EXP000826,TK0005762,AV_Guided_Support_v1,Control,2026-06-08 21:01:22,True
EXP000827,TK0005764,AV_Guided_Support_v1,Treatment,2026-04-20 12:19:08,True
EXP000828,TK0005781,AV_Guided_Support_v1,Control,2026-04-18 00:36:36,True
EXP000829,TK0005785,AV_Guided_Support_v1,Treatment,2026-05-25 02:53:21,True
EXP000830,TK0005790,AV_Guided_Support_v1,Control,2026-04-19 17:06:19,True
EXP000831,TK0005799,AV_Guided_Support_v1,Treatment,2026-06-24 10:35:25,True
EXP000832,TK0005814,AV_Guided_Support_v1,Control,2026-06-15 16:17:43,True
EXP000833,TK0005824,AV_Guided_Support_v1,Control,2026-06-12 01:14:31,True
EXP000834,TK0005828,AV_Guided_Support_v1,Control,2026-04-25 09:12:43,True
EXP000835,TK0005836,AV_Guided_Support_v1,Treatment,2026-05-18 01:58:51,True
EXP000836,TK0005838,AV_Guided_Support_v1,Treatment,2026-06-25 04:08:44,True
EXP000837,TK0005844,AV_Guided_Support_v1,Treatment,2026-04-01 11:27:33,True
EXP000838,TK0005870,AV_Guided_Support_v1,Treatment,2026-04-28 07:12:54,True
EXP000839,TK0005873,AV_Guided_Support_v1,Treatment,2026-05-27 14:52:38,True
EXP000840,TK0005885,AV_Guided_Support_v1,Control,2026-04-23 03:43:39,True
EXP000841,TK0005887,AV_Guided_Support_v1,Treatment,2026-04-22 08:46:14,True
EXP000842,TK0005889,AV_Guided_Support_v1,Control,2026-04-04 18:59:17,True
EXP000843,TK0005897,AV_Guided_Support_v1,Treatment,2026-06-04 05:01:33,True
EXP000844,TK0005907,AV_Guided_Support_v1,Control,2026-05-01 02:57:44,True
EXP000845,TK0005936,AV_Guided_Support_v1,Control,2026-06-28 07:19:13,True
EXP000846,TK0005944,AV_Guided_Support_v1,Treatment,2026-05-16 15:56:57,True
EXP000847,TK0005947,AV_Guided_Support_v1,Treatment,2026-04-22 13:52:55,True
EXP000848,TK0005954,AV_Guided_Support_v1,Control,2026-04-07 17:28:31,True
EXP000849,TK0005969,AV_Guided_Support_v1,Treatment,2026-06-21 19:12:54,True
EXP000850,TK0005976,AV_Guided_Support_v1,Control,2026-04-26 15:57:48,True
EXP000851,TK0005988,AV_Guided_Support_v1,Treatment,2026-06-30 19:00:20,True
EXP000852,TK0005997,AV_Guided_Support_v1,Treatment,2026-04-04 12:56:33,True
EXP000853,TK0005998,AV_Guided_Support_v1,Control,2026-05-03 12:47:16,True
EXP000854,TK0006005,AV_Guided_Support_v1,Control,2026-05-22 15:33:25,True
EXP000855,TK0006024,AV_Guided_Support_v1,Treatment,2026-04-01 06:38:07,True
EXP000856,TK0006026,AV_Guided_Support_v1,Treatment,2026-06-08 12:24:19,True
EXP000857,TK0006034,AV_Guided_Support_v1,Treatment,2026-06-14 10:51:37,True
EXP000858,TK0006056,AV_Guided_Support_v1,Control,2026-06-14 16:15:41,True
EXP000859,TK0006071,AV_Guided_Support_v1,Treatment,2026-04-20 18:15:28,True
EXP000860,TK0006072,AV_Guided_Support_v1,Control,2026-05-15 22:32:52,True
EXP000861,TK0006074,AV_Guided_Support_v1,Treatment,2026-04-30 12:08:25,True
EXP000862,TK0006075,AV_Guided_Support_v1,Control,2026-06-12 12:15:29,True
EXP000863,TK0006093,AV_Guided_Support_v1,Control,2026-04-30 12:29:50,True
EXP000864,TK0006095,AV_Guided_Support_v1,Control,2026-06-14 06:46:18,True
EXP000865,TK0006103,AV_Guided_Support_v1,Treatment,2026-05-31 23:53:14,True
EXP000866,TK0006110,AV_Guided_Support_v1,Treatment,2026-06-11 13:33:17,True
EXP000867,TK0006111,AV_Guided_Support_v1,Control,2026-04-16 03:59:36,True
EXP000868,TK0006117,AV_Guided_Support_v1,Control,2026-05-12 14:18:25,True
EXP000869,TK0006122,AV_Guided_Support_v1,Treatment,2026-05-17 03:11:07,True
EXP000870,TK0006143,AV_Guided_Support_v1,Control,2026-04-17 05:13:17,True
EXP000871,TK0006152,AV_Guided_Support_v1,Treatment,2026-05-06 05:55:38,True
EXP000872,TK0006165,AV_Guided_Support_v1,Control,2026-05-10 15:59:48,True
EXP000873,TK0006173,AV_Guided_Support_v1,Control,2026-06-16 10:00:13,True
EXP000874,TK0006175,AV_Guided_Support_v1,Control,2026-06-06 00:17:01,True
EXP000875,TK0006177,AV_Guided_Support_v1,Control,2026-05-05 09:52:03,True
EXP000876,TK0006191,AV_Guided_Support_v1,Treatment,2026-04-12 15:13:21,True
EXP000877,TK0006197,AV_Guided_Support_v1,Treatment,2026-05-20 19:38:46,True
EXP000878,TK0006199,AV_Guided_Support_v1,Treatment,2026-05-09 07:04:21,True
EXP000879,TK0006221,AV_Guided_Support_v1,Treatment,2026-05-10 21:25:54,True
EXP000880,TK0006231,AV_Guided_Support_v1,Control,2026-06-16 22:23:13,True
EXP000881,TK0006236,AV_Guided_Support_v1,Treatment,2026-05-14 13:34:13,True
EXP000882,TK0006237,AV_Guided_Support_v1,Treatment,2026-05-16 00:55:18,True
EXP000883,TK0006246,AV_Guided_Support_v1,Control,2026-04-18 17:54:45,True
EXP000884,TK0006250,AV_Guided_Support_v1,Treatment,2026-04-21 11:17:01,True
EXP000885,TK0006267,AV_Guided_Support_v1,Control,2026-04-10 17:06:36,True
EXP000886,TK0006271,AV_Guided_Support_v1,Control,2026-04-07 15:35:27,True
EXP000887,TK0006273,AV_Guided_Support_v1,Treatment,2026-06-21 12:35:09,True
EXP000888,TK0006281,AV_Guided_Support_v1,Control,2026-05-05 16:44:52,True
EXP000889,TK0006292,AV_Guided_Support_v1,Control,2026-06-29 23:57:53,True
EXP000890,TK0006298,AV_Guided_Support_v1,Control,2026-06-28 13:36:46,True
EXP000891,TK0006312,AV_Guided_Support_v1,Treatment,2026-06-03 09:20:51,True
EXP000892,TK0006316,AV_Guided_Support_v1,Treatment,2026-04-30 17:55:02,True
EXP000893,TK0006324,AV_Guided_Support_v1,Treatment,2026-05-27 14:25:40,True
EXP000894,TK0006328,AV_Guided_Support_v1,Control,2026-04-08 21:42:26,True
EXP000895,TK0006338,AV_Guided_Support_v1,Control,2026-04-30 06:51:37,True
EXP000896,TK0006345,AV_Guided_Support_v1,Control,2026-04-18 09:12:52,True
EXP000897,TK0006352,AV_Guided_Support_v1,Control,2026-05-25 09:58:39,True
EXP000898,TK0006360,AV_Guided_Support_v1,Control,2026-04-21 14:19:13,True
EXP000899,TK0006367,AV_Guided_Support_v1,Treatment,2026-06-27 23:10:03,True
EXP000900,TK0006368,AV_Guided_Support_v1,Control,2026-06-13 04:57:25,True
EXP000901,TK0006371,AV_Guided_Support_v1,Treatment,2026-04-06 10:45:30,True
EXP000902,TK0006373,AV_Guided_Support_v1,Control,2026-04-21 13:15:02,True
EXP000903,TK0006374,AV_Guided_Support_v1,Control,2026-05-09 05:55:08,True
EXP000904,TK0006375,AV_Guided_Support_v1,Treatment,2026-06-08 04:17:27,True
EXP000905,TK0006381,AV_Guided_Support_v1,Control,2026-06-01 08:10:42,True
EXP000906,TK0006398,AV_Guided_Support_v1,Treatment,2026-04-25 12:03:48,True
EXP000907,TK0006404,AV_Guided_Support_v1,Treatment,2026-06-16 16:16:48,True
EXP000908,TK0006409,AV_Guided_Support_v1,Treatment,2026-05-18 19:48:58,True
EXP000909,TK0006411,AV_Guided_Support_v1,Control,2026-06-12 18:01:30,True
EXP000910,TK0006415,AV_Guided_Support_v1,Treatment,2026-05-07 04:02:34,True
EXP000911,TK0006416,AV_Guided_Support_v1,Control,2026-05-05 16:54:42,True
EXP000912,TK0006421,AV_Guided_Support_v1,Control,2026-04-08 01:33:22,True
EXP000913,TK0006424,AV_Guided_Support_v1,Treatment,2026-06-09 12:44:32,True
EXP000914,TK0006432,AV_Guided_Support_v1,Treatment,2026-04-11 03:01:35,True
EXP000915,TK0006444,AV_Guided_Support_v1,Treatment,2026-04-08 14:21:37,True
EXP000916,TK0006470,AV_Guided_Support_v1,Control,2026-04-23 19:34:25,True
EXP000917,TK0006473,AV_Guided_Support_v1,Treatment,2026-05-24 10:39:19,True
EXP000918,TK0006476,AV_Guided_Support_v1,Control,2026-04-15 16:57:11,True
EXP000919,TK0006477,AV_Guided_Support_v1,Treatment,2026-05-07 15:08:37,True
EXP000920,TK0006497,AV_Guided_Support_v1,Control,2026-05-15 16:30:20,True
EXP000921,TK0006501,AV_Guided_Support_v1,Control,2026-06-26 04:49:55,True
EXP000922,TK0006511,AV_Guided_Support_v1,Control,2026-05-03 20:24:19,True
EXP000923,TK0006520,AV_Guided_Support_v1,Treatment,2026-05-05 22:36:25,True
EXP000924,TK0006539,AV_Guided_Support_v1,Treatment,2026-04-25 01:46:01,True
EXP000925,TK0006549,AV_Guided_Support_v1,Control,2026-05-12 04:31:43,True
EXP000926,TK0006550,AV_Guided_Support_v1,Control,2026-04-22 09:54:57,True
EXP000927,TK0006551,AV_Guided_Support_v1,Treatment,2026-05-28 08:07:30,True
EXP000928,TK0006553,AV_Guided_Support_v1,Treatment,2026-04-02 10:22:08,True
EXP000929,TK0006554,AV_Guided_Support_v1,Treatment,2026-06-09 09:10:36,True
EXP000930,TK0006558,AV_Guided_Support_v1,Control,2026-05-16 22:33:34,True
EXP000931,TK0006559,AV_Guided_Support_v1,Control,2026-05-12 11:40:48,True
EXP000932,TK0006587,AV_Guided_Support_v1,Control,2026-06-11 12:14:16,True
EXP000933,TK0006589,AV_Guided_Support_v1,Control,2026-04-06 01:45:33,True
EXP000934,TK0006595,AV_Guided_Support_v1,Control,2026-06-25 13:58:00,True
EXP000935,TK0006635,AV_Guided_Support_v1,Control,2026-04-10 02:57:59,True
EXP000936,TK0006637,AV_Guided_Support_v1,Treatment,2026-05-20 19:22:40,True
EXP000937,TK0006639,AV_Guided_Support_v1,Control,2026-05-28 07:21:56,True
EXP000938,TK0006640,AV_Guided_Support_v1,Control,2026-05-08 19:46:37,True
EXP000939,TK0006643,AV_Guided_Support_v1,Treatment,2026-04-21 11:05:34,True
EXP000940,TK0006659,AV_Guided_Support_v1,Treatment,2026-04-17 20:36:13,True
EXP000941,TK0006674,AV_Guided_Support_v1,Control,2026-04-11 02:23:35,True
EXP000942,TK0006679,AV_Guided_Support_v1,Control,2026-06-08 11:57:02,True
EXP000943,TK0006682,AV_Guided_Support_v1,Treatment,2026-06-13 18:41:40,True
EXP000944,TK0006685,AV_Guided_Support_v1,Control,2026-06-15 06:33:54,True
EXP000945,TK0006690,AV_Guided_Support_v1,Treatment,2026-06-28 07:32:15,True
EXP000946,TK0006691,AV_Guided_Support_v1,Control,2026-05-30 08:16:05,True
EXP000947,TK0006694,AV_Guided_Support_v1,Control,2026-05-12 17:53:22,True
EXP000948,TK0006696,AV_Guided_Support_v1,Control,2026-05-09 16:20:12,True
EXP000949,TK0006702,AV_Guided_Support_v1,Treatment,2026-04-04 01:33:48,True
EXP000950,TK0006703,AV_Guided_Support_v1,Control,2026-06-15 01:41:26,True
